min(X),min(Y),min(Z),max(X),max(Y),max(Z),mean(X),mean(Y),mean(Z),variance(X),variance(Y),variance(Z),std(X),std(Y),std(Z),skewness(X),skewness(Y),skewness(Z),kurtosis(X),kurtosis(Y),kurtosis(Z),median(X),median(Y),median(Z),percentile25(X),percentile75(X),percentile25(Y),percentile75(Y),percentile25(Z),percentile75(Z),corr_axis(XY),corr_axis(XZ),corr_axis(YZ),zerocross(X),zerocross(Y),zerocross(Z),energy(X),energy(Y),energy(Z),dominantFr(X),dominantFrMag(X),dominantFr(Y),dominantFrMag(Y),dominantFr(Z),dominantFrMag(Z),IdentityTag,activity
-21.533000000000001,-18.780999999999999,-5.325500000000000,17.081000000000000,12.805000000000000,6.634000000000000,-8.387637800000004,-5.747588900000000,0.067931830000000,136.383755167974930,137.936641510686600,10.444228794099134,11.678345566388028,11.744643098480541,3.231753207486477,0.480553315007310,0.258611589186109,0.101424787421376,2.186620934804970,1.371375990846280,1.875748266897341,-9.656450000000000,-11.350000000000000,0.415455000000000,-21.050500000000000,-1.180600000000000,-16.885500000000000,6.112550000000001,-3.001600000000000,2.556400000000000,0.021827957660136,-0.570629851446485,0.537382547290454,11.000000000000000,7.000000000000000,10.000000000000000,20537.000000000000000,16959.000000000000000,1034.000000000000000,2.832031250000000,10078.465127592144000,1.464843750000000,10475.088514022063000,1.367187500000000,542.468006700990260,105.000000000000000,5.000000000000000
-21.530000000000001,-18.771000000000001,-5.979900000000000,15.821000000000000,12.536000000000000,10.923000000000000,-6.571249900000001,-6.665135100000007,0.236749740000000,137.957841339837360,130.054530124493940,16.809550828745046,11.745545595664654,11.404145304427418,4.099945222651767,0.261931890049559,0.458668411837618,0.581112068978710,1.910540155435559,1.517625203400203,2.739587077956604,-6.277400000000000,-13.015499999999999,0.003918500000000,-17.743000000000002,2.642550000000000,-15.779000000000000,5.283150000000000,-3.606050000000000,2.681800000000000,-0.040632015850631,-0.794001874894462,0.173332156533552,11.000000000000000,9.000000000000000,12.000000000000000,17976.000000000000000,17318.000000000000000,1670.000000000000000,2.734375000000000,8964.850374162098900,1.367187500000000,10023.078917123101000,2.734375000000000,577.258927197497090,105.000000000000000,5.000000000000000
-21.632000000000001,-18.806000000000001,-7.638200000000000,16.555000000000000,13.545999999999999,13.276999999999999,-6.921040524999998,-7.778407490000001,0.424300780000000,160.732267893151800,133.405072909583400,20.225607654169931,12.678023027789143,11.550111380830204,4.497288922692196,0.317527827934226,0.583467703072908,0.642603548245090,1.804547894468175,1.672864340404288,3.040760951546763,-6.456500000000000,-14.440500000000000,0.031724000000000,-21.061000000000000,3.460500000000000,-18.622500000000002,4.255550000000000,-3.040850000000000,2.629650000000000,-0.085050607323637,-0.641110265849674,0.330861384871813,11.000000000000000,10.000000000000000,9.000000000000000,20703.000000000000000,19257.000000000000000,2020.000000000000000,2.832031250000000,11655.235642515645000,1.367187500000000,9564.214640551932500,1.464843750000000,1021.359890784694000,105.000000000000000,5.000000000000000
-21.629000000000001,-18.779000000000000,-5.158700000000000,14.651000000000000,11.909000000000001,14.175000000000001,-7.450423400000000,-7.406778000000000,1.108931000000000,135.557592039626710,115.852769416529300,20.113846384675760,11.642920253940877,10.763492435846707,4.484846305580132,0.342663053265893,0.524829904800214,0.677555621134809,1.929501483388139,1.673445835075889,2.714926286831059,-7.553000000000000,-12.712500000000000,0.678670000000000,-19.948499999999999,-0.032570000000000,-16.664499999999997,3.263400000000000,-2.653500000000000,4.189650000000000,0.010305764579539,-0.747861568475657,0.191389029264923,11.000000000000000,12.000000000000000,12.000000000000000,18971.000000000000000,16955.000000000000000,2114.000000000000000,2.832031250000000,10263.983192339118000,1.367187500000000,7970.887489016086000,1.464843750000000,754.612334218302180,105.000000000000000,5.000000000000000
-21.539000000000001,-18.792000000000002,-5.059400000000000,13.368000000000000,13.005000000000001,9.266000000000000,-6.970220399999999,-5.750140200000000,0.562593120000000,123.584694610100810,131.209825959444400,10.811842055678888,11.116865323017132,11.454685764325637,3.288136562808620,0.220037086192376,0.304865423444712,0.327598604298793,1.981794384848455,1.387699777459357,2.375268038178974,-6.224950000000000,-12.091999999999999,0.517425000000000,-18.968499999999999,-0.583570000000000,-15.698000000000000,6.569250000000000,-2.297900000000000,2.768800000000000,-0.055069946984994,-0.689551560697362,0.357130146269555,12.000000000000000,10.000000000000000,11.000000000000000,17093.000000000000000,16296.000000000000000,1102.000000000000000,2.832031250000000,8064.627067635527100,1.464843750000000,10147.600941618330000,1.464843750000000,403.875245876969700,105.000000000000000,5.000000000000000
-21.727000000000000,-18.777000000000001,-6.317800000000000,15.455000000000000,14.266999999999999,16.414999999999999,-7.774684600000000,-6.037350800000002,2.035430100000001,141.463199846315970,132.834530722748870,32.930829303962611,11.893830326951699,11.525386358936036,5.738538952029742,0.487691155741949,0.318131058183931,0.563898634008853,2.113543327255415,1.429843953446719,2.510785486306442,-8.311000000000000,-12.443000000000001,2.115250000000000,-21.007500000000000,-0.358995000000000,-16.993500000000001,5.968200000000000,-3.259750000000000,5.390850000000000,-0.106881743505342,-0.727095672378762,0.292371695726767,12.000000000000000,9.000000000000000,12.000000000000000,20049.000000000000000,16796.000000000000000,3674.000000000000000,2.929687500000000,9043.063317448150000,1.464843750000000,9924.122020249593300,1.464843750000000,1299.944369145489400,105.000000000000000,5.000000000000000
-21.763999999999999,-18.798999999999999,-7.063300000000000,19.398000000000000,14.439000000000000,13.782000000000000,-7.753933000000001,-6.475672135999998,0.565073530000000,135.133709355992890,154.764471347777000,20.457591546875747,11.624702549140467,12.440436943603588,4.523006914307754,0.455863932374529,0.380948083367719,0.588093665359738,2.244016380352870,1.377273192362108,2.593445909188604,-6.913000000000000,-13.757999999999999,-0.147534000000000,-20.953000000000003,-1.282805000000000,-18.613000000000000,7.215999999999999,-3.234750000000000,3.954300000000000,-0.020619830056420,-0.596918111258949,0.319152206927980,12.000000000000000,9.000000000000000,12.000000000000000,19391.000000000000000,19515.000000000000000,2057.000000000000000,2.929687500000000,8561.729467172936000,1.464843750000000,11908.891647487888000,1.367187500000000,682.174415368603380,105.000000000000000,5.000000000000000
-21.550999999999998,-18.863000000000000,-12.318000000000000,19.222000000000001,12.500000000000000,9.276000000000000,-7.290880749999998,-6.020823200000000,0.308023400000000,143.703859775533030,131.683582367076530,18.496483437434787,11.987654473479498,11.475346720996125,4.300753821998510,0.425619235960913,0.243212109526093,-0.152539920554074,2.199355230079267,1.319735546763500,2.683229351053968,-6.976000000000000,-12.341500000000000,1.064050000000000,-20.824500000000000,-0.966970000000000,-16.623500000000000,5.582800000000001,-3.362350000000000,2.997300000000000,-0.041571019577832,-0.456082741129324,0.493251080484942,11.000000000000000,6.000000000000000,14.000000000000000,19542.000000000000000,16662.000000000000000,1841.000000000000000,2.832031250000000,10495.108797109855000,1.464843750000000,10268.578933609200000,1.464843750000000,921.200897233141860,105.000000000000000,5.000000000000000
-21.645000000000000,-18.800999999999998,-8.504700000000000,16.428000000000001,16.431999999999999,13.048000000000000,-7.236924829999997,-6.563805699999997,-0.361210360000000,145.372567188895350,158.077909257014600,19.597310530953180,12.057054664755208,12.572903771882396,4.426884969247922,0.364723375243958,0.504428358453544,0.526669067842212,1.945951432621111,1.551243649383779,2.917771949032916,-7.399250000000000,-14.451000000000001,-0.021636000000000,-20.752499999999998,1.685400000000000,-17.887000000000000,6.392400000000000,-4.327700000000000,2.271650000000000,-0.162039402742560,-0.646792621316634,0.335994623903030,12.000000000000000,13.000000000000000,9.000000000000000,19629.000000000000000,19958.000000000000000,1953.000000000000000,2.929687500000000,8716.845144174731100,1.464843750000000,12620.466626910777000,1.464843750000000,1061.366945248420700,105.000000000000000,5.000000000000000
-21.686000000000000,-18.835000000000001,-9.233499999999999,17.859000000000002,14.416000000000000,14.331000000000000,-7.443910999999997,-7.794005700000003,0.477905380000000,149.692054333429330,144.673534085802570,25.075675552706159,12.234870425690225,12.028031180779445,5.007561837132534,0.463160192952902,0.579060250595790,0.649594492804820,2.106441655152489,1.630212329756956,3.104212698530268,-7.821650000000000,-14.715499999999999,-0.403785000000000,-20.942000000000000,-0.801790000000000,-18.619999999999997,4.974000000000000,-2.870150000000000,3.563950000000000,-0.097947644954372,-0.554995353091243,0.250733651940876,11.000000000000000,10.000000000000000,12.000000000000000,20361.000000000000000,20397.000000000000000,2505.000000000000000,2.832031250000000,10378.491075511465000,1.367187500000000,11237.168778800205000,1.367187500000000,889.088797672596000,105.000000000000000,5.000000000000000
